what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.papyrus.diagram.profile,0.8.1.v201109161105,"org.eclipse.papyrus.diagram.profile",1331292235827
stopped,bundle,org.eclipse.papyrus.diagram.sequence,0.8.1.v201109161105,"org.eclipse.papyrus.diagram.sequence",1331292235919
stopped,bundle,org.eclipse.papyrus.diagram.statemachine,0.8.1.v201109161105,"org.eclipse.papyrus.diagram.statemachine",1331292235991
stopped,bundle,org.eclipse.papyrus.diagram.usecase,0.8.1.v201109161105,"org.eclipse.papyrus.diagram.usecase",1331292236054
stopped,bundle,org.eclipse.papyrus.properties.notation,0.8.1.v201109161105,"org.eclipse.papyrus.properties.notation",1331292236154
stopped,bundle,org.eclipse.papyrus.properties.sysml,0.8.1.v201109161105,"org.eclipse.papyrus.properties.sysml",1331292236222
stopped,bundle,org.eclipse.papyrus.table.widgets.celleditors.uml,0.8.1.v201109161105,"org.eclipse.papyrus.table.widgets.celleditors.uml",1331292236298
stopped,bundle,org.eclipse.papyrus.properties.uml,0.8.1.v201109161105,"org.eclipse.papyrus.properties.uml",1331292236471
stopped,bundle,org.eclipse.papyrus.profile,0.8.1.v201109161105,"org.eclipse.papyrus.profile",1331292236593
stopped,bundle,org.eclipse.papyrus.properties.tabbed.profile,0.8.1.v201109161105,"org.eclipse.papyrus.properties.tabbed.profile",1331292236681
stopped,bundle,org.eclipse.papyrus.sysml.diagram.ui,0.8.1.v201109161105,"org.eclipse.papyrus.sysml.diagram.ui",1331292236753
stopped,bundle,org.eclipse.papyrus.sysml.facets,0.8.1.v201109161105,"org.eclipse.papyrus.sysml.facets",1331292236848
stopped,bundle,org.eclipse.papyrus.sysml.modelexplorer,0.8.1.v201109161105,"org.eclipse.papyrus.sysml.modelexplorer",1331292236848
stopped,bundle,org.eclipse.papyrus.sysml.diagram.common,0.8.1.v201109161105,"org.eclipse.papyrus.sysml.diagram.common",1331292236849
stopped,bundle,org.eclipse.papyrus.sysml.diagram.parametric,0.8.1.v201109161105,"org.eclipse.papyrus.sysml.diagram.parametric",1331292236893
stopped,bundle,org.eclipse.papyrus.sysml.table.allocation,0.8.1.v201109161105,"org.eclipse.papyrus.sysml.table.allocation",1331292236893
stopped,bundle,org.eclipse.papyrus.sysml.table.requirement,0.8.1.v201109161105,"org.eclipse.papyrus.sysml.table.requirement",1331292236893
stopped,bundle,org.eclipse.papyrus.tabbedproperties.appearance,0.8.1.v201109161105,"org.eclipse.papyrus.tabbedproperties.appearance",1331292236965
stopped,bundle,org.eclipse.papyrus.table.default,0.8.1.v201109161105,"org.eclipse.papyrus.table.default",1331292236992
stopped,bundle,org.eclipse.papyrus.table.common,0.8.1.v201109161105,"org.eclipse.papyrus.table.common",1331292236992
stopped,bundle,org.eclipse.papyrus.sysml.service.types,0.8.1.v201109161105,"org.eclipse.papyrus.sysml.service.types",1331292236992
stopped,bundle,org.eclipse.papyrus.uml.modelexplorer,0.8.1.v201109161105,"org.eclipse.papyrus.uml.modelexplorer",1331292237131
stopped,bundle,org.eclipse.papyrus.uml.service.types,0.8.1.v201109161105,"org.eclipse.papyrus.uml.service.types",1331292237131
stopped,bundle,org.eclipse.papyrus.diagram.common,0.8.1.v201109161105,"org.eclipse.papyrus.diagram.common",1331292237131
stopped,bundle,org.eclipse.papyrus.paletteconfiguration.customization,0.8.1.v201109161105,"org.eclipse.papyrus.paletteconfiguration.customization",1331292237179
stopped,bundle,org.eclipse.papyrus.paletteconfiguration.edit,0.8.1.v201109161105,"org.eclipse.papyrus.paletteconfiguration.edit",1331292237208
stopped,bundle,org.eclipse.papyrus.paletteconfiguration,0.8.1.v201109161105,"org.eclipse.papyrus.paletteconfiguration",1331292237262
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.2.v201108260345,"org.eclipse.datatools.connectivity.oda.template.ui",1331292237358
stopped,bundle,org.eclipse.datatools.connectivity.ui.templates,1.0.0.v200906020553,"org.eclipse.datatools.connectivity.ui.templates",1331292237436
stopped,bundle,org.eclipse.datatools.sdk,1.7.0.v200906161850,"org.eclipse.datatools.sdk",1331292237474
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1331292237587
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1331292237694
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110819-0851,"org.eclipse.pde.runtime",1331292237771
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1331292237890
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1331292238055
stopped,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1331292238056
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1331292238228
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages,1.1.0.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages",1331292238325
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui,1.1.1.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui",1331292238451
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui",1331292238598
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1331292238665
